# DetMath.atan2 (spec §4.4): y, x, atan2(y, x).
# Recorded by ios/SmashCore RecordVectors (macOS, arm64). Replayed bit-exactly by SmashCoreTests and android/core.
0000000000000000 0000000000000000 0000000000000000
8000000000000000 0000000000000000 0000000000000000
0000000000000000 8000000000000000 0000000000000000
8000000000000000 8000000000000000 0000000000000000
0000000000000000 3FF0000000000000 0000000000000000
0000000000000000 BFF0000000000000 400921FB54442D18
3FF0000000000000 0000000000000000 3FF921FB54442D18
BFF0000000000000 0000000000000000 BFF921FB54442D18
3FF0000000000000 3FF0000000000000 3FE921FB54442D18
BFF0000000000000 BFF0000000000000 C002D97C7F3321D2
3FF0000000000000 BFF0000000000000 4002D97C7F3321D2
BFF0000000000000 3FF0000000000000 BFE921FB54442D18
401C000000000000 4030000000000000 3FDA64EEC3CC23FD
4026000000000000 4030000000000000 3FE345F01CCE37BB
C01C000000000000 C030000000000000 C005D55D7BCAA898
4026000000000000 C030000000000000 4004507F4D109F29
01A56E1FC2F8F359 3FF0000000000000 01A56E1FC2F8F359
3FF0000000000000 01A56E1FC2F8F359 3FF921FB54442D18
7E37E43C8800759C 81A56E1FC2F8F359 3FF921FB54442D19
8000000000000001 3FF0000000000000 8000000000000001
4008000000000000 4010000000000000 3FE4978FA3269EE1
402D11B8E2CD7B48 40435BE312565B2C 3FD6FBD0F35A322B
C042772BFB2D02D6 C0394C8AE75369B8 C0015F0A96BB3562
C044E50A6B64E87E C030637CCF86BCFA BFFF1CD205D46259
C03223766560B136 403444B6159EA00C BFE75C27928496E0
C0474B8F08F1C8B4 4035CB9C4E68555C BFF221B78D6EAA05
C04858C33D872AA6 C025FE650C14613C BFFCAFC133A388D6
C03C546AFD353A09 4030A4CD081E6B38 BFF0A246A5F998AA
4045769872302CBA C031A7207285685E 3FFF600C6B4F8D4C
403F74D0D1F1CBF0 C038702F393FE298 4001D9ADD8E92134
403B94D83D55A98C BFA11CC2BA6DA000 3FF926F1F82B6460
4011FFB80B4D8718 40413238647106BC 3FC0A6FD609E92D5
C045E2F560175149 403522F2D4EB28DC BFF1EF6978A6996C
C0149FC21C09B450 4025A96FEF0AE0DC BFDC6F6CBFD927D9
403F17D574F872E8 C04252B37D488826 400380FFBD9FA5E9
4044502510FBF5FE 403871475DE2D094 3FF0777945C83FFA
C0476D62EF75109E C039F84FADE183DC C0009D82F359922E
4031126CD8B6359C 401561C4F2683608 3FF44712DBF418BE
C030D5152D5FEFB4 C014D5D8AFA251C0 BFFDEF38876BDC9E
4045D46A3FF0B91C 40466EF19D42FA4C 3FE8B245AE08808A
C02CF829B60601A4 4045C2C4D00D80CE BFD48FEE4B133824
4034B76EFEA367E4 C02712404401E61C 4000A186BCF8C1F5
4047D542DB678A4E 40481535756A3BB0 3FE8F74689C0D9E2
403CA8474183EEA4 C045C3A4E2F3FA39 40047993CD9104E3
BFF87F9452AD7560 C01F600257EDAFE0 C007972A47FE7D89
4025B431D5FF45B4 402230C2D3736C18 3FEBF193D6C12C5B
C03D10CD20096C63 404122913097A870 BFE6825642F85EE2
C048EBB3C64D0C8B 4025FB3F7A53166C BFF5A8FC1B8DF9BE
40385E39F974DF24 C04458412F07B054 4004D0E45117429B
C03BD868FB409E5C C01C8DFA74BCA8A0 BFFD25ECEB20F912
C035F3323A2E6C88 40485A0D8CB83CDC BFDB1960C8CFD4A0
402660798B586914 4039D8E6AE22FB64 3FDA251C5846772D
40246589BFE4D568 C02B217ACB1E95DC 4003F9BF81F8C3BE
C045276F4C3514DA 4010ACAE8A2E85D8 BFF78FB3122FDDCC
C04315FA787607FA 40248EF8E7273650 BFF4EC87DDF2A48C
40412A608ACEFA70 C037A668382BC0E1 4001646515DB687B
403A91803AF2BEE4 C024152EF41C2348 3FFEEA12258363CB
40446A20D40FD1F2 C01A82EA497CDC48 3FFBB524204EC1EA
C048C42D7DA1F112 C03D7EB947C95A09 C000DCEDD796EFC9
C0422485848ECF2E 40326654A37ABFF0 BFF19FBB7219036D
4045782975D4F50C C040DFA448A6AC04 4001E52DCF3998C0
4013BF05B4818B68 C02529440A6CA554 4005A3F05C558C22
C048BFBA4C61CB96 C03C235B0843A4E7 C000B3A1585328BD
C047BE3AAFEC3575 C03397E1EDAE13C1 BFFF64DE97663E03
